id,Season,Match,Venue,Winner,Wonby,PlayerOfTheMatch,Team1Players,Team2Players,Team1,Team1Run,Team2,Team2run
1216515,2020,16,Sharjah Cricket Stadium,Delhi Capitals,Runs,SS Iyer,"PP Shaw,S Dhawan,SS Iyer,RR Pant,MP Stoinis,SO Hetmyer,R Ashwin,K Rabada,A Nortje,A Mishra,HV Patel","Shubman Gill,SP Narine,N Rana,AD Russell,KD Karthik,EJG Morgan,PJ Cummins,RA Tripathi,KL Nagarkoti,Shivam Mavi,CV Varun",Delhi Capitals,228,Kolkata Knight Riders,210
1216516,2020,14,Dubai International Cricket Stadium,Sunrisers Hyderabad,Runs,PK Garg,"DA Warner,JM Bairstow,MK Pandey,KS Williamson,PK Garg,Abhishek Sharma,Abdul Samad,Rashid Khan,B Kumar,T Natarajan,KK Ahmed","F du Plessis,SR Watson,AT Rayudu,KM Jadhav,MS Dhoni,RA Jadeja,SM Curran,DJ Bravo,SN Thakur,PP Chawla,DL Chahar",Sunrisers Hyderabad,164,Chennai Super Kings,157
1216503,2020,13,Sheikh Zayed Stadium,Mumbai Indians,Runs,KA Pollard,"Q de Kock,RG Sharma,SA Yadav,Ishan Kishan,KA Pollard,HH Pandya,KH Pandya,JL Pattinson,RD Chahar,TA Boult,JJ Bumrah","KL Rahul,MA Agarwal,KK Nair,N Pooran,GJ Maxwell,JDS Neesham,SN Khan,K Gowtham,Ravi Bishnoi,Mohammed Shami,SS Cottrell",Mumbai Indians,191,Kings XI Punjab,143
1216504,2020,12,Dubai International Cricket Stadium,Kolkata Knight Riders,Runs,Shivam Mavi,"Shubman Gill,SP Narine,N Rana,AD Russell,KD Karthik,EJG Morgan,PJ Cummins,KL Nagarkoti,Shivam Mavi,Kuldeep Yadav,CV Varun","JC Buttler,SPD Smith,SV Samson,RV Uthappa,R Parag,R Tewatia,TK Curran,S Gopal,JC Archer,JD Unadkat,AS Rajpoot",Kolkata Knight Riders,174,Rajasthan Royals,137
1216532,2020,11,Sheikh Zayed Stadium,Sunrisers Hyderabad,Runs,Rashid Khan,"DA Warner,JM Bairstow,MK Pandey,KS Williamson,Abdul Samad,Abhishek Sharma,PK Garg,Rashid Khan,B Kumar,T Natarajan,KK Ahmed","PP Shaw,S Dhawan,SS Iyer,RR Pant,SO Hetmyer,MP Stoinis,AR Patel,K Rabada,A Nortje,A Mishra,I Sharma",Sunrisers Hyderabad,162,Delhi Capitals,147
1216547,2020,10,Dubai International Cricket Stadium,Royal Challengers Bangalore,SuperOver,AB de Villiers,"D Padikkal,AJ Finch,V Kohli,AB de Villiers,S Dube,Gurkeerat Singh,Washington Sundar,I Udana,Navdeep Saini,YS Chahal,A Zampa","RG Sharma,Q de Kock,SA Yadav,Ishan Kishan,HH Pandya,KA Pollard,KH Pandya,JL Pattinson,RD Chahar,TA Boult,JJ Bumrah",Royal Challengers Bangalore,201,Mumbai Indians,201
1216527,2020,9,Sharjah Cricket Stadium,Rajasthan Royals,Wickets,SV Samson,"KL Rahul,MA Agarwal,GJ Maxwell,N Pooran,KK Nair,JDS Neesham,SN Khan,Mohammed Shami,SS Cottrell,Ravi Bishnoi,M Ashwin","JC Buttler,SPD Smith,SV Samson,R Tewatia,RV Uthappa,JC Archer,R Parag,TK Curran,S Gopal,AS Rajpoot,JD Unadkat",Kings XI Punjab,223,Rajasthan Royals,226
1216545,2020,8,Sheikh Zayed Stadium,Kolkata Knight Riders,Wickets,Shubman Gill,"DA Warner,JM Bairstow,MK Pandey,WP Saha,Mohammad Nabi,Abhishek Sharma,PK Garg,Rashid Khan,B Kumar,T Natarajan,KK Ahmed","Shubman Gill,SP Narine,N Rana,KD Karthik,EJG Morgan,AD Russell,PJ Cummins,Shivam Mavi,Kuldeep Yadav,KL Nagarkoti,CV Varun",Sunrisers Hyderabad,142,Kolkata Knight Riders,145
1216539,2020,7,Dubai International Cricket Stadium,Delhi Capitals,Runs,PP Shaw,"PP Shaw,S Dhawan,RR Pant,SS Iyer,MP Stoinis,SO Hetmyer,AR Patel,A Mishra,K Rabada,A Nortje,Avesh Khan","M Vijay,SR Watson,F du Plessis,RD Gaikwad,KM Jadhav,MS Dhoni,RA Jadeja,SM Curran,PP Chawla,DL Chahar,JR Hazlewood",Delhi Capitals,175,Chennai Super Kings,131
1216510,2020,6,Dubai International Cricket Stadium,Punjab Kings,Runs,KL Rahul,"KL Rahul,MA Agarwal,N Pooran,GJ Maxwell,KK Nair,JDS Neesham,SN Khan,Mohammed Shami,SS Cottrell,Ravi Bishnoi,M Ashwin","D Padikkal,AJ Finch,JR Philippe,V Kohli,AB de Villiers,Washington Sundar,S Dube,UT Yadav,Navdeep Saini,DW Steyn,YS Chahal",Kings XI Punjab,206,Royal Challengers Bangalore,109
1216508,2020,5,Sheikh Zayed Stadium,Mumbai Indians,Runs,RG Sharma,"Q de Kock,RG Sharma,SA Yadav,SS Tiwary,HH Pandya,KA Pollard,KH Pandya,JL Pattinson,RD Chahar,TA Boult,JJ Bumrah","Shubman Gill,SP Narine,KD Karthik,N Rana,EJG Morgan,AD Russell,NS Naik,PJ Cummins,Shivam Mavi,Kuldeep Yadav,S Sandeep Warrier",Mumbai Indians,195,Kolkata Knight Riders,146
1216496,2020,4,Sharjah Cricket Stadium,Rajasthan Royals,Runs,SV Samson,"YBK Jaiswal,SPD Smith,SV Samson,DA Miller,RV Uthappa,R Tewatia,R Parag,TK Curran,JC Archer,S Gopal,JD Unadkat","M Vijay,SR Watson,F du Plessis,SM Curran,RD Gaikwad,KM Jadhav,MS Dhoni,RA Jadeja,PP Chawla,DL Chahar,L Ngidi",Rajasthan Royals,216,Chennai Super Kings,200
1216534,2020,3,Dubai International Cricket Stadium,Royal Challengers Bangalore,Runs,YS Chahal,"D Padikkal,AJ Finch,V Kohli,AB de Villiers,S Dube,JR Philippe,Washington Sundar,UT Yadav,Navdeep Saini,DW Steyn,YS Chahal","DA Warner,JM Bairstow,MK Pandey,PK Garg,V Shankar,Abhishek Sharma,Rashid Khan,B Kumar,Sandeep Sharma,MR Marsh,T Natarajan",Royal Challengers Bangalore,163,Sunrisers Hyderabad,153
1216493,2020,2,Dubai International Cricket Stadium,Delhi Capitals,SuperOver,MP Stoinis,"PP Shaw,S Dhawan,SO Hetmyer,SS Iyer,RR Pant,MP Stoinis,AR Patel,R Ashwin,K Rabada,A Nortje,MM Sharma","KL Rahul,MA Agarwal,KK Nair,N Pooran,GJ Maxwell,SN Khan,K Gowtham,CJ Jordan,Mohammed Shami,SS Cottrell,Ravi Bishnoi",Delhi Capitals,157,Kings XI Punjab,157
1216492,2020,1,Sheikh Zayed Stadium,Chennai Super Kings,Wickets,AT Rayudu,"RG Sharma,Q de Kock,SA Yadav,SS Tiwary,HH Pandya,KA Pollard,KH Pandya,JL Pattinson,RD Chahar,TA Boult,JJ Bumrah","M Vijay,SR Watson,F du Plessis,AT Rayudu,RA Jadeja,SM Curran,MS Dhoni,KM Jadhav,PP Chawla,DL Chahar,L Ngidi",Mumbai Indians,162,Chennai Super Kings,166
1181768,2019,Final,Rajiv Gandhi International Stadium,Mumbai Indians,Runs,JJ Bumrah,"Q de Kock,RG Sharma,SA Yadav,Ishan Kishan,KH Pandya,KA Pollard,HH Pandya,RD Chahar,MJ McClenaghan,JJ Bumrah,SL Malinga","F du Plessis,SR Watson,SK Raina,AT Rayudu,MS Dhoni,DJ Bravo,RA Jadeja,SN Thakur,DL Chahar,Harbhajan Singh,Imran Tahir",Mumbai Indians,149,Chennai Super Kings,148
1181767,2019,Qualifier,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Wickets,F du Plessis,"PP Shaw,S Dhawan,C Munro,SS Iyer,RR Pant,AR Patel,SE Rutherford,KMA Paul,A Mishra,TA Boult,I Sharma","F du Plessis,SR Watson,SK Raina,AT Rayudu,MS Dhoni,DJ Bravo,RA Jadeja,DL Chahar,Harbhajan Singh,Imran Tahir,SN Thakur",Delhi Capitals,147,Chennai Super Kings,151
1181766,2019,Eliminator,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,Wickets,RR Pant,"WP Saha,MJ Guptill,MK Pandey,KS Williamson,V Shankar,Mohammad Nabi,DJ Hooda,Rashid Khan,B Kumar,Basil Thampi,KK Ahmed","PP Shaw,S Dhawan,SS Iyer,RR Pant,C Munro,AR Patel,SE Rutherford,KMA Paul,A Mishra,TA Boult,I Sharma",Sunrisers Hyderabad,162,Delhi Capitals,165
1181764,2019,Qualifier,MA Chidambaram Stadium,Mumbai Indians,Wickets,SA Yadav,"F du Plessis,SR Watson,SK Raina,M Vijay,AT Rayudu,MS Dhoni,RA Jadeja,DJ Bravo,DL Chahar,Harbhajan Singh,Imran Tahir","RG Sharma,Q de Kock,SA Yadav,Ishan Kishan,KH Pandya,HH Pandya,KA Pollard,J Yadav,RD Chahar,SL Malinga,JJ Bumrah",Chennai Super Kings,131,Mumbai Indians,132
1178430,2019,55,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,Wickets,KL Rahul,"F du Plessis,SR Watson,SK Raina,MS Dhoni,AT Rayudu,KM Jadhav,DJ Bravo,RA Jadeja,DL Chahar,Harbhajan Singh,Imran Tahir","KL Rahul,CH Gayle,N Pooran,MA Agarwal,Mandeep Singh,SM Curran,R Ashwin,AJ Tye,Mohammed Shami,M Ashwin,Harpreet Brar",Chennai Super Kings,170,Kings XI Punjab,173
1178431,2019,56,Wankhede Stadium,Mumbai Indians,Wickets,HH Pandya,"Shubman Gill,CA Lynn,RV Uthappa,KD Karthik,AD Russell,N Rana,RK Singh,SP Narine,HF Gurney,M Prasidh Krishna,S Sandeep Warrier","Q de Kock,RG Sharma,SA Yadav,Ishan Kishan,HH Pandya,KA Pollard,KH Pandya,RD Chahar,MJ McClenaghan,SL Malinga,JJ Bumrah",Kolkata Knight Riders,133,Mumbai Indians,134
1178429,2019,54,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Wickets,SO Hetmyer,"WP Saha,MJ Guptill,MK Pandey,KS Williamson,V Shankar,YK Pathan,Mohammad Nabi,Rashid Khan,B Kumar,KK Ahmed,Basil Thampi","PA Patel,V Kohli,AB de Villiers,SO Hetmyer,Gurkeerat Singh,C de Grandhomme,Washington Sundar,UT Yadav,K Khejroliya,YS Chahal,Navdeep Saini",Sunrisers Hyderabad,175,Royal Challengers Bangalore,178
1178428,2019,53,Arun Jaitley Stadium,Delhi Capitals,Wickets,A Mishra,"AM Rahane,LS Livingstone,SV Samson,MK Lomror,S Gopal,R Parag,STR Binny,K Gowtham,IS Sodhi,VR Aaron,O Thomas","PP Shaw,S Dhawan,SS Iyer,RR Pant,CA Ingram,SE Rutherford,AR Patel,KMA Paul,A Mishra,TA Boult,I Sharma",Rajasthan Royals,115,Delhi Capitals,121
1178427,2019,52,Punjab Cricket Association IS Bindra Stadium,Kolkata Knight Riders,Wickets,Shubman Gill,"CH Gayle,KL Rahul,MA Agarwal,N Pooran,Mandeep Singh,SM Curran,R Ashwin,AJ Tye,Mohammed Shami,M Ashwin,Arshdeep Singh","Shubman Gill,CA Lynn,RV Uthappa,AD Russell,KD Karthik,SP Narine,N Rana,RK Singh,PP Chawla,HF Gurney,S Sandeep Warrier",Kings XI Punjab,183,Kolkata Knight Riders,185
1178426,2019,51,Wankhede Stadium,Mumbai Indians,SuperOver,JJ Bumrah,"RG Sharma,Q de Kock,SA Yadav,E Lewis,HH Pandya,KA Pollard,KH Pandya,BB Sran,RD Chahar,SL Malinga,JJ Bumrah","WP Saha,MJ Guptill,MK Pandey,KS Williamson,V Shankar,Abhishek Sharma,Mohammad Nabi,Rashid Khan,B Kumar,KK Ahmed,Basil Thampi",Mumbai Indians,162,Sunrisers Hyderabad,162
1178425,2019,50,MA Chidambaram Stadium,Chennai Super Kings,Runs,MS Dhoni,"F du Plessis,SR Watson,SK Raina,MS Dhoni,RA Jadeja,AT Rayudu,KM Jadhav,DJ Bravo,DL Chahar,Harbhajan Singh,Imran Tahir","PP Shaw,S Dhawan,SS Iyer,RR Pant,CA Ingram,AR Patel,SE Rutherford,CH Morris,J Suchith,A Mishra,TA Boult",Chennai Super Kings,179,Delhi Capitals,99
1178423,2019,48,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Runs,DA Warner,"DA Warner,WP Saha,MK Pandey,Mohammad Nabi,KS Williamson,Rashid Khan,V Shankar,Abhishek Sharma,B Kumar,KK Ahmed,Sandeep Sharma","KL Rahul,CH Gayle,MA Agarwal,N Pooran,DA Miller,R Ashwin,P Simran Singh,M Ashwin,Mujeeb Ur Rahman,Mohammed Shami,Arshdeep Singh",Sunrisers Hyderabad,212,Kings XI Punjab,167
1178422,2019,47,Eden Gardens,Kolkata Knight Riders,Runs,AD Russell,"Shubman Gill,CA Lynn,AD Russell,KD Karthik,SP Narine,RV Uthappa,N Rana,RK Singh,PP Chawla,HF Gurney,S Sandeep Warrier","Q de Kock,RG Sharma,E Lewis,SA Yadav,KA Pollard,HH Pandya,KH Pandya,BB Sran,RD Chahar,SL Malinga,JJ Bumrah",Kolkata Knight Riders,232,Mumbai Indians,198
1178421,2019,46,Arun Jaitley Stadium,Delhi Capitals,Runs,S Dhawan,"PP Shaw,S Dhawan,SS Iyer,RR Pant,CA Ingram,SE Rutherford,AR Patel,S Lamichhane,A Mishra,K Rabada,I Sharma","PA Patel,V Kohli,AB de Villiers,S Dube,H Klaasen,Gurkeerat Singh,MP Stoinis,Washington Sundar,UT Yadav,YS Chahal,Navdeep Saini",Delhi Capitals,187,Royal Challengers Bangalore,171
1178420,2019,45,Sawai Mansingh Stadium,Rajasthan Royals,Wickets,JD Unadkat,"DA Warner,KS Williamson,MK Pandey,V Shankar,Shakib Al Hasan,DJ Hooda,WP Saha,Rashid Khan,B Kumar,S Kaul,KK Ahmed","AM Rahane,LS Livingstone,SV Samson,SPD Smith,AJ Turner,R Parag,STR Binny,S Gopal,JD Unadkat,VR Aaron,O Thomas",Sunrisers Hyderabad,160,Rajasthan Royals,161
1178419,2019,44,MA Chidambaram Stadium,Mumbai Indians,Runs,RG Sharma,"RG Sharma,Q de Kock,E Lewis,KH Pandya,HH Pandya,KA Pollard,SA Yadav,AS Roy,RD Chahar,JJ Bumrah,SL Malinga","M Vijay,SR Watson,SK Raina,AT Rayudu,KM Jadhav,DR Shorey,DJ Bravo,MJ Santner,DL Chahar,Harbhajan Singh,Imran Tahir",Mumbai Indians,155,Chennai Super Kings,109
1178418,2019,43,Eden Gardens,Rajasthan Royals,Wickets,VR Aaron,"CA Lynn,Shubman Gill,N Rana,KD Karthik,SP Narine,AD Russell,CR Brathwaite,RK Singh,PP Chawla,Y Prithvi Raj,M Prasidh Krishna","AM Rahane,SV Samson,SPD Smith,BA Stokes,R Parag,STR Binny,S Gopal,JC Archer,JD Unadkat,VR Aaron,O Thomas",Kolkata Knight Riders,175,Rajasthan Royals,177
1178417,2019,42,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Runs,AB de Villiers,"PA Patel,V Kohli,AB de Villiers,MM Ali,AD Nath,MP Stoinis,Washington Sundar,UT Yadav,TG Southee,YS Chahal,Navdeep Saini","KL Rahul,CH Gayle,MA Agarwal,DA Miller,N Pooran,Mandeep Singh,R Ashwin,GC Viljoen,M Ashwin,AS Rajpoot,Mohammed Shami",Royal Challengers Bangalore,202,Kings XI Punjab,185
1178416,2019,41,MA Chidambaram Stadium,Chennai Super Kings,Wickets,SR Watson,"DA Warner,JM Bairstow,MK Pandey,V Shankar,YK Pathan,Shakib Al Hasan,DJ Hooda,Rashid Khan,B Kumar,KK Ahmed,Sandeep Sharma","SR Watson,F du Plessis,SK Raina,AT Rayudu,KM Jadhav,DJ Bravo,MS Dhoni,RA Jadeja,Harbhajan Singh,DL Chahar,Imran Tahir",Sunrisers Hyderabad,175,Chennai Super Kings,176
1178415,2019,40,Sawai Mansingh Stadium,Delhi Capitals,Wickets,RR Pant,"AM Rahane,SV Samson,SPD Smith,BA Stokes,AJ Turner,STR Binny,R Parag,JC Archer,S Gopal,JD Unadkat,DS Kulkarni","PP Shaw,S Dhawan,SS Iyer,RR Pant,SE Rutherford,CA Ingram,AR Patel,CH Morris,A Mishra,K Rabada,I Sharma",Rajasthan Royals,191,Delhi Capitals,193
1178413,2019,38,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Wickets,KK Ahmed,"CA Lynn,SP Narine,Shubman Gill,N Rana,KD Karthik,RK Singh,AD Russell,PP Chawla,Y Prithvi Raj,KC Cariappa,HF Gurney","DA Warner,JM Bairstow,KS Williamson,V Shankar,YK Pathan,DJ Hooda,Rashid Khan,B Kumar,S Nadeem,KK Ahmed,Sandeep Sharma",Kolkata Knight Riders,159,Sunrisers Hyderabad,161
1178414,2019,39,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Runs,PA Patel,"PA Patel,V Kohli,AB de Villiers,AD Nath,MP Stoinis,MM Ali,P Negi,UT Yadav,DW Steyn,Navdeep Saini,YS Chahal","SR Watson,F du Plessis,SK Raina,AT Rayudu,KM Jadhav,MS Dhoni,RA Jadeja,DJ Bravo,SN Thakur,DL Chahar,Imran Tahir",Royal Challengers Bangalore,161,Chennai Super Kings,160
1178412,2019,37,Arun Jaitley Stadium,Delhi Capitals,Wickets,SS Iyer,"KL Rahul,CH Gayle,MA Agarwal,DA Miller,Mandeep Singh,SM Curran,R Ashwin,Harpreet Brar,GC Viljoen,M Ashwin,Mohammed Shami","PP Shaw,S Dhawan,SS Iyer,RR Pant,CA Ingram,AR Patel,SE Rutherford,A Mishra,K Rabada,I Sharma,S Lamichhane",Kings XI Punjab,163,Delhi Capitals,166
1178411,2019,36,Sawai Mansingh Stadium,Rajasthan Royals,Wickets,SPD Smith,"Q de Kock,RG Sharma,SA Yadav,HH Pandya,KA Pollard,BCJ Cutting,KH Pandya,RD Chahar,JJ Bumrah,SL Malinga,M Markande","AM Rahane,SV Samson,SPD Smith,BA Stokes,R Parag,AJ Turner,STR Binny,JC Archer,S Gopal,JD Unadkat,DS Kulkarni",Mumbai Indians,161,Rajasthan Royals,162
1178410,2019,35,Eden Gardens,Royal Challengers Bangalore,Runs,V Kohli,"PA Patel,V Kohli,AD Nath,MM Ali,MP Stoinis,H Klaasen,P Negi,DW Steyn,Mohammed Siraj,YS Chahal,Navdeep Saini","CA Lynn,SP Narine,Shubman Gill,RV Uthappa,N Rana,AD Russell,KD Karthik,PP Chawla,Kuldeep Yadav,HF Gurney,M Prasidh Krishna",Royal Challengers Bangalore,213,Kolkata Knight Riders,203
1178409,2019,34,Arun Jaitley Stadium,Mumbai Indians,Runs,HH Pandya,"RG Sharma,Q de Kock,BCJ Cutting,SA Yadav,KH Pandya,HH Pandya,KA Pollard,RD Chahar,J Yadav,JJ Bumrah,SL Malinga","PP Shaw,S Dhawan,C Munro,SS Iyer,RR Pant,AR Patel,CH Morris,KMA Paul,K Rabada,A Mishra,I Sharma",Mumbai Indians,168,Delhi Capitals,128
1178408,2019,33,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Wickets,DA Warner,"SR Watson,F du Plessis,SK Raina,AT Rayudu,KM Jadhav,SW Billings,RA Jadeja,KV Sharma,Imran Tahir,SN Thakur,DL Chahar","DA Warner,JM Bairstow,KS Williamson,V Shankar,DJ Hooda,YK Pathan,Rashid Khan,B Kumar,Sandeep Sharma,S Nadeem,KK Ahmed",Chennai Super Kings,132,Sunrisers Hyderabad,137
1178407,2019,32,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,Runs,R Ashwin,"KL Rahul,CH Gayle,MA Agarwal,DA Miller,N Pooran,Mandeep Singh,R Ashwin,Mujeeb Ur Rahman,Mohammed Shami,M Ashwin,Arshdeep Singh","RA Tripathi,JC Buttler,SV Samson,AM Rahane,AJ Turner,JC Archer,STR Binny,S Gopal,JD Unadkat,DS Kulkarni,IS Sodhi",Kings XI Punjab,182,Rajasthan Royals,170
1178406,2019,31,Wankhede Stadium,Mumbai Indians,Wickets,SL Malinga,"PA Patel,V Kohli,AB de Villiers,MM Ali,MP Stoinis,AD Nath,P Negi,UT Yadav,Mohammed Siraj,YS Chahal,Navdeep Saini","Q de Kock,RG Sharma,SA Yadav,Ishan Kishan,KH Pandya,HH Pandya,KA Pollard,JP Behrendorff,RD Chahar,JJ Bumrah,SL Malinga",Royal Challengers Bangalore,171,Mumbai Indians,172
1178404,2019,29,Eden Gardens,Chennai Super Kings,Wickets,Imran Tahir,"CA Lynn,SP Narine,N Rana,RV Uthappa,KD Karthik,AD Russell,Shubman Gill,PP Chawla,Kuldeep Yadav,M Prasidh Krishna,HF Gurney","SR Watson,F du Plessis,SK Raina,AT Rayudu,KM Jadhav,MS Dhoni,RA Jadeja,MJ Santner,Imran Tahir,SN Thakur,DL Chahar",Kolkata Knight Riders,161,Chennai Super Kings,162
1178405,2019,30,Rajiv Gandhi International Stadium,Delhi Capitals,Runs,KMA Paul,"PP Shaw,S Dhawan,C Munro,SS Iyer,RR Pant,CH Morris,AR Patel,KMA Paul,K Rabada,A Mishra,I Sharma","DA Warner,JM Bairstow,KS Williamson,RK Bhui,V Shankar,DJ Hooda,Abhishek Sharma,Rashid Khan,B Kumar,Sandeep Sharma,KK Ahmed",Delhi Capitals,155,Sunrisers Hyderabad,116
1178402,2019,27,Wankhede Stadium,Rajasthan Royals,Wickets,JC Buttler,"RG Sharma,Q de Kock,SA Yadav,KA Pollard,HH Pandya,Ishan Kishan,KH Pandya,AS Joseph,RD Chahar,JP Behrendorff,JJ Bumrah","AM Rahane,JC Buttler,SV Samson,SPD Smith,RA Tripathi,LS Livingstone,S Gopal,K Gowtham,JC Archer,JD Unadkat,DS Kulkarni",Mumbai Indians,187,Rajasthan Royals,188
1178403,2019,28,Punjab Cricket Association IS Bindra Stadium,Royal Challengers Bangalore,Wickets,AB de Villiers,"KL Rahul,CH Gayle,MA Agarwal,SN Khan,SM Curran,Mandeep Singh,N Pooran,AJ Tye,R Ashwin,Mohammed Shami,M Ashwin","PA Patel,V Kohli,AB de Villiers,MP Stoinis,MM Ali,AD Nath,P Negi,UT Yadav,Mohammed Siraj,YS Chahal,Navdeep Saini",Kings XI Punjab,173,Royal Challengers Bangalore,174
1178401,2019,26,Eden Gardens,Delhi Capitals,Wickets,S Dhawan,"JL Denly,Shubman Gill,RV Uthappa,N Rana,AD Russell,KD Karthik,CR Brathwaite,PP Chawla,Kuldeep Yadav,LH Ferguson,M Prasidh Krishna","PP Shaw,S Dhawan,SS Iyer,RR Pant,CA Ingram,CH Morris,AR Patel,KMA Paul,R Tewatia,K Rabada,I Sharma",Kolkata Knight Riders,178,Delhi Capitals,180
1178400,2019,25,Sawai Mansingh Stadium,Chennai Super Kings,Wickets,MS Dhoni,"AM Rahane,JC Buttler,SV Samson,SPD Smith,RA Tripathi,BA Stokes,R Parag,JC Archer,S Gopal,JD Unadkat,DS Kulkarni","SR Watson,F du Plessis,SK Raina,AT Rayudu,KM Jadhav,MS Dhoni,RA Jadeja,MJ Santner,DL Chahar,SN Thakur,Imran Tahir",Rajasthan Royals,151,Chennai Super Kings,155
1178399,2019,24,Wankhede Stadium,Mumbai Indians,Wickets,KA Pollard,"KL Rahul,CH Gayle,DA Miller,KK Nair,SM Curran,Mandeep Singh,SN Khan,GC Viljoen,R Ashwin,Mohammed Shami,AS Rajpoot","Q de Kock,SD Lad,SA Yadav,KA Pollard,Ishan Kishan,HH Pandya,KH Pandya,AS Joseph,RD Chahar,JP Behrendorff,JJ Bumrah",Kings XI Punjab,197,Mumbai Indians,198
1178398,2019,23,MA Chidambaram Stadium,Chennai Super Kings,Wickets,DL Chahar,"CA Lynn,SP Narine,RV Uthappa,N Rana,KD Karthik,Shubman Gill,AD Russell,PP Chawla,Kuldeep Yadav,M Prasidh Krishna,HF Gurney","SR Watson,F du Plessis,SK Raina,AT Rayudu,KM Jadhav,MS Dhoni,SC Kuggeleijn,RA Jadeja,Harbhajan Singh,DL Chahar,Imran Tahir",Kolkata Knight Riders,108,Chennai Super Kings,111
1178397,2019,22,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,Wickets,KL Rahul,"DA Warner,JM Bairstow,V Shankar,Mohammad Nabi,MK Pandey,DJ Hooda,YK Pathan,Rashid Khan,B Kumar,S Kaul,Sandeep Sharma","KL Rahul,CH Gayle,MA Agarwal,DA Miller,Mandeep Singh,SM Curran,SN Khan,R Ashwin,Mohammed Shami,Mujeeb Ur Rahman,AS Rajpoot",Sunrisers Hyderabad,150,Kings XI Punjab,151
1178396,2019,21,Sawai Mansingh Stadium,Kolkata Knight Riders,Wickets,HF Gurney,"AM Rahane,JC Buttler,SPD Smith,RA Tripathi,BA Stokes,P Chopra,K Gowtham,JC Archer,S Gopal,S Midhun,DS Kulkarni","CA Lynn,SP Narine,RV Uthappa,Shubman Gill,N Rana,KD Karthik,AD Russell,PP Chawla,Kuldeep Yadav,HF Gurney,M Prasidh Krishna",Rajasthan Royals,139,Kolkata Knight Riders,140
1178395,2019,20,M.Chinnaswamy Stadium,Delhi Capitals,Wickets,K Rabada,"PA Patel,V Kohli,AB de Villiers,MP Stoinis,MM Ali,AD Nath,P Negi,TG Southee,Mohammed Siraj,YS Chahal,Navdeep Saini","PP Shaw,S Dhawan,SS Iyer,CA Ingram,RR Pant,CH Morris,AR Patel,R Tewatia,K Rabada,I Sharma,S Lamichhane",Royal Challengers Bangalore,149,Delhi Capitals,152
1178394,2019,19,Rajiv Gandhi International Stadium,Mumbai Indians,Runs,AS Joseph,"RG Sharma,Q de Kock,SA Yadav,Ishan Kishan,KH Pandya,KA Pollard,HH Pandya,RD Chahar,AS Joseph,JP Behrendorff,JJ Bumrah","DA Warner,JM Bairstow,V Shankar,MK Pandey,DJ Hooda,YK Pathan,Mohammad Nabi,Rashid Khan,B Kumar,S Kaul,Sandeep Sharma",Mumbai Indians,136,Sunrisers Hyderabad,96
1178393,2019,18,MA Chidambaram Stadium,Chennai Super Kings,Runs,Harbhajan Singh,"SR Watson,F du Plessis,SK Raina,MS Dhoni,AT Rayudu,KM Jadhav,SC Kuggeleijn,RA Jadeja,Harbhajan Singh,DL Chahar,Imran Tahir","KL Rahul,CH Gayle,MA Agarwal,SN Khan,DA Miller,Mandeep Singh,SM Curran,R Ashwin,Mohammed Shami,AJ Tye,M Ashwin",Chennai Super Kings,160,Kings XI Punjab,138
1175372,2019,17,M.Chinnaswamy Stadium,Kolkata Knight Riders,Wickets,AD Russell,"PA Patel,V Kohli,AB de Villiers,MP Stoinis,MM Ali,AD Nath,P Negi,Navdeep Saini,TG Southee,YS Chahal,Mohammed Siraj","CA Lynn,SP Narine,RV Uthappa,N Rana,KD Karthik,AD Russell,Shubman Gill,PP Chawla,Kuldeep Yadav,M Prasidh Krishna,LH Ferguson",Royal Challengers Bangalore,205,Kolkata Knight Riders,206
1175371,2019,16,Arun Jaitley Stadium,Sunrisers Hyderabad,Wickets,JM Bairstow,"PP Shaw,S Dhawan,SS Iyer,RR Pant,R Tewatia,CA Ingram,CH Morris,AR Patel,K Rabada,I Sharma,S Lamichhane","DA Warner,JM Bairstow,V Shankar,MK Pandey,DJ Hooda,YK Pathan,Mohammad Nabi,Rashid Khan,B Kumar,Sandeep Sharma,S Kaul",Delhi Capitals,129,Sunrisers Hyderabad,131
1175370,2019,15,Wankhede Stadium,Mumbai Indians,Runs,HH Pandya,"Q de Kock,RG Sharma,SA Yadav,Yuvraj Singh,KH Pandya,HH Pandya,KA Pollard,JP Behrendorff,RD Chahar,SL Malinga,JJ Bumrah","SR Watson,AT Rayudu,SK Raina,KM Jadhav,MS Dhoni,RA Jadeja,DJ Bravo,DL Chahar,SN Thakur,MM Sharma,Imran Tahir",Mumbai Indians,170,Chennai Super Kings,133
